time,x,y,Q,dist,pan,tilt
1770614283.556257,64.87166,64.31572,3364.885,19,125,120
1770614283.556271,64.87166,64.31572,3364.885,36,145,120
1770614288.1847143,64.87166,64.31572,3364.885,39,25,60
1770614288.184768,64.87166,64.31572,3364.885,37,45,60
1770614288.1847942,64.87166,64.31572,3364.885,37,65,60
1770614288.1848104,64.87166,64.31572,3364.885,90,85,60
1770614288.1848261,64.87166,64.31572,3364.885,68,105,60
1770614288.1848414,64.87166,64.31572,3364.885,68,125,60
1770614288.1848562,64.87166,64.31572,3364.885,71,145,60
1770614288.184871,64.87166,64.31572,3364.885,17,25,90
1770614288.1848855,64.87166,64.31572,3364.885,33,45,90
1770614288.1849005,64.87166,64.31572,3364.885,34,65,90
1770614288.1849153,64.87166,64.31572,3364.885,17,85,90
1770614288.1849303,64.87166,64.31572,3364.885,18,105,90
1770614288.1849449,64.87166,64.31572,3364.885,73,125,90
1770614288.1849594,64.87166,64.31572,3364.885,21,145,90
1770614288.184975,64.87166,64.31572,3364.885,22,25,120
1770614288.1849895,64.87166,64.31572,3364.885,33,45,120
1770614288.1850045,64.87166,64.31572,3364.885,18,65,120
1770614288.1850202,64.87166,64.31572,3364.885,16,85,120
1770614288.1850355,64.87166,64.31572,3364.885,17,105,120
1770614288.18505,64.87166,64.31572,3364.885,21,125,120
1770614288.185064,64.87166,64.31572,3364.885,200,145,120
1770614292.732968,64.87166,64.31572,3364.885,38,25,60
1770614292.7330024,64.87166,64.31572,3364.885,37,45,60
1770614292.7330203,64.87166,64.31572,3364.885,37,65,60
1770614292.7330356,64.87166,64.31572,3364.885,90,85,60
1770614292.7330506,64.87166,64.31572,3364.885,69,105,60
1770614292.7330663,64.87166,64.31572,3364.885,68,125,60
1770614292.7330809,64.87166,64.31572,3364.885,71,145,60
1770614292.733099,64.87166,64.31572,3364.885,18,25,90
1770614292.7331135,64.87166,64.31572,3364.885,34,45,90
1770614292.7331285,64.87166,64.31572,3364.885,39,65,90
1770614292.7331433,64.87166,64.31572,3364.885,17,85,90
1770614292.7331572,64.87166,64.31572,3364.885,18,105,90
1770614292.7331717,64.87166,64.31572,3364.885,74,125,90
1770614292.733186,64.87166,64.31572,3364.885,21,145,90
1770614292.7332003,64.87166,64.31572,3364.885,20,25,120
1770614292.7332153,64.87166,64.31572,3364.885,33,45,120
1770614292.7332296,64.87166,64.31572,3364.885,18,65,120
1770614292.7332447,64.87166,64.31572,3364.885,16,85,120
1770614292.733259,64.87166,64.31572,3364.885,17,105,120
1770614292.7332737,64.87166,64.31572,3364.885,22,125,120
1770614292.7332888,64.87166,64.31572,3364.885,37,145,120
1770614305.7741208,59.28654,24.7881,3502.618,23,25,60
1770614305.7741485,59.28654,24.7881,3502.618,36,45,60
1770614305.7741625,59.28654,24.7881,3502.618,40,65,60
1770614305.7741764,59.28654,24.7881,3502.618,27,85,60
1770614305.7741883,59.28654,24.7881,3502.618,19,105,60
1770614305.7742007,59.28654,24.7881,3502.618,17,125,60
1770614305.7742157,59.28654,24.7881,3502.618,19,145,60
1770614305.774233,59.28654,24.7881,3502.618,19,25,90
1770614305.7742472,59.28654,24.7881,3502.618,30,45,90
1770614305.7742612,59.28654,24.7881,3502.618,19,65,90
1770614305.774275,59.28654,24.7881,3502.618,19,85,90
1770614305.774289,59.28654,24.7881,3502.618,17,105,90
1770614305.7743027,59.28654,24.7881,3502.618,17,125,90
1770614305.7743201,59.28654,24.7881,3502.618,17,145,90
1770614305.7743344,59.28654,24.7881,3502.618,23,25,120
1770614305.7743483,59.28654,24.7881,3502.618,20,45,120
1770614305.774362,59.28654,24.7881,3502.618,19,65,120
1770614305.7743766,59.28654,24.7881,3502.618,17,85,120
1770614305.7743905,59.28654,24.7881,3502.618,16,105,120
1770614305.7744048,59.28654,24.7881,3502.618,16,125,120
1770614305.7744186,59.28654,24.7881,3502.618,18,145,120
1770614310.571984,45.90438,-69.92165,3502.618,39,25,60
1770614310.5720155,45.90438,-69.92165,3502.618,35,45,60
1770614310.5720325,45.90438,-69.92165,3502.618,38,65,60
1770614310.5720477,45.90438,-69.92165,3502.618,58,85,60
1770614310.5720623,45.90438,-69.92165,3502.618,18,105,60
1770614310.572078,45.90438,-69.92165,3502.618,17,125,60
1770614310.5720925,45.90438,-69.92165,3502.618,130,145,60
1770614310.5721076,45.90438,-69.92165,3502.618,19,25,90
1770614310.5721223,45.90438,-69.92165,3502.618,19,45,90
1770614310.5721402,45.90438,-69.92165,3502.618,30,65,90
1770614310.5721552,45.90438,-69.92165,3502.618,27,85,90
1770614310.5721698,45.90438,-69.92165,3502.618,17,105,90
1770614310.5721846,45.90438,-69.92165,3502.618,16,125,90
1770614310.5721993,45.90438,-69.92165,3502.618,17,145,90
1770614310.5722136,45.90438,-69.92165,3502.618,16,25,120
1770614310.5722282,45.90438,-69.92165,3502.618,21,45,120
1770614310.5722427,45.90438,-69.92165,3502.618,27,65,120
1770614310.5722578,45.90438,-69.92165,3502.618,16,85,120
1770614310.5722723,45.90438,-69.92165,3502.618,16,105,120
1770614310.5722873,45.90438,-69.92165,3502.618,17,125,120
1770614310.5723019,45.90438,-69.92165,3502.618,16,145,120
1770614322.448084,52.94388,-25.84248,3681.621,71,25,60
1770614322.448114,52.94388,-25.84248,3681.621,5,45,60
1770614322.44813,52.94388,-25.84248,3681.621,4,65,60
1770614322.4481442,52.94388,-25.84248,3681.621,88,85,60
1770614322.4481587,52.94388,-25.84248,3681.621,17,105,60
1770614322.4481728,52.94388,-25.84248,3681.621,86,125,60
1770614322.4481866,52.94388,-25.84248,3681.621,20,145,60
1770614322.4482007,52.94388,-25.84248,3681.621,5,25,90
1770614322.4482148,52.94388,-25.84248,3681.621,3,45,90
1770614322.4482288,52.94388,-25.84248,3681.621,3,65,90
1770614322.448243,52.94388,-25.84248,3681.621,9,85,90
1770614322.4482567,52.94388,-25.84248,3681.621,5,105,90
1770614322.4482703,52.94388,-25.84248,3681.621,6,125,90
1770614322.4482841,52.94388,-25.84248,3681.621,19,145,90
1770614322.4482982,52.94388,-25.84248,3681.621,16,25,120
1770614322.4483123,52.94388,-25.84248,3681.621,11,45,120
1770614322.448326,52.94388,-25.84248,3681.621,3,65,120
1770614322.4483402,52.94388,-25.84248,3681.621,11,85,120
1770614322.4483533,52.94388,-25.84248,3681.621,16,105,120
1770614322.448367,52.94388,-25.84248,3681.621,16,125,120
1770614322.4483798,52.94388,-25.84248,3681.621,19,145,120
1770614327.256288,61.74074,29.24077,3681.621,4,25,60
1770614327.256319,61.74074,29.24077,3681.621,58,45,60
1770614327.256335,61.74074,29.24077,3681.621,200,65,60
1770614327.2563508,61.74074,29.24077,3681.621,80,85,60
1770614327.2563665,61.74074,29.24077,3681.621,82,105,60
1770614327.2563815,61.74074,29.24077,3681.621,82,125,60
1770614327.2563958,61.74074,29.24077,3681.621,20,145,60
1770614327.2564104,61.74074,29.24077,3681.621,3,25,90
1770614327.2564247,61.74074,29.24077,3681.621,6,45,90
1770614327.2564392,61.74074,29.24077,3681.621,3,65,90
1770614327.2564547,61.74074,29.24077,3681.621,5,85,90
1770614327.2564692,61.74074,29.24077,3681.621,5,105,90
1770614327.2564836,61.74074,29.24077,3681.621,7,125,90
1770614327.2564976,61.74074,29.24077,3681.621,18,145,90
1770614327.2565122,61.74074,29.24077,3681.621,10,25,120
1770614327.2565267,61.74074,29.24077,3681.621,11,45,120
1770614327.2565403,61.74074,29.24077,3681.621,3,65,120
1770614327.2565548,61.74074,29.24077,3681.621,11,85,120
1770614327.2565691,61.74074,29.24077,3681.621,7,105,120
1770614327.2565837,61.74074,29.24077,3681.621,16,125,120
1770614327.2565975,61.74074,29.24077,3681.621,19,145,120
1770614338.2658644,60.35302,24.3067,3855.019,95,25,60
1770614338.2658935,60.35302,24.3067,3855.019,58,45,60
1770614338.2659094,60.35302,24.3067,3855.019,58,65,60
1770614338.2659245,60.35302,24.3067,3855.019,58,85,60
1770614338.2659383,60.35302,24.3067,3855.019,96,105,60
1770614338.2659526,60.35302,24.3067,3855.019,41,125,60
1770614338.2659667,60.35302,24.3067,3855.019,58,145,60
1770614338.26598,60.35302,24.3067,3855.019,47,25,90
1770614338.2659934,60.35302,24.3067,3855.019,44,45,90
1770614338.2660072,60.35302,24.3067,3855.019,47,65,90
1770614338.266021,60.35302,24.3067,3855.019,48,85,90
1770614338.2660346,60.35302,24.3067,3855.019,37,105,90
1770614338.2660487,60.35302,24.3067,3855.019,38,125,90
1770614338.2660625,60.35302,24.3067,3855.019,42,145,90
1770614338.2660763,60.35302,24.3067,3855.019,51,25,120
1770614338.2660902,60.35302,24.3067,3855.019,46,45,120
1770614338.2661042,60.35302,24.3067,3855.019,43,65,120
1770614338.2661183,60.35302,24.3067,3855.019,48,85,120
1770614338.266132,60.35302,24.3067,3855.019,30,105,120
1770614338.2661464,60.35302,24.3067,3855.019,20,125,120
1770614338.26616,60.35302,24.3067,3855.019,16,145,120
1770614342.8561559,45.30909,-29.18249,3855.019,93,25,60
1770614342.8561854,45.30909,-29.18249,3855.019,77,45,60
1770614342.8562014,45.30909,-29.18249,3855.019,62,65,60
1770614342.8562167,45.30909,-29.18249,3855.019,59,85,60
1770614342.856231,45.30909,-29.18249,3855.019,38,105,60
1770614342.8562453,45.30909,-29.18249,3855.019,58,125,60
1770614342.8562593,45.30909,-29.18249,3855.019,58,145,60
1770614342.856274,45.30909,-29.18249,3855.019,50,25,90
1770614342.856292,45.30909,-29.18249,3855.019,44,45,90
1770614342.8563063,45.30909,-29.18249,3855.019,47,65,90
1770614342.856321,45.30909,-29.18249,3855.019,39,85,90
1770614342.8563352,45.30909,-29.18249,3855.019,37,105,90
1770614342.85635,45.30909,-29.18249,3855.019,37,125,90
1770614342.8563638,45.30909,-29.18249,3855.019,16,145,90
1770614342.856378,45.30909,-29.18249,3855.019,48,25,120
1770614342.856392,45.30909,-29.18249,3855.019,45,45,120
1770614342.8564062,45.30909,-29.18249,3855.019,45,65,120
1770614342.8564208,45.30909,-29.18249,3855.019,48,85,120
1770614342.8564353,45.30909,-29.18249,3855.019,37,105,120
1770614342.8564491,45.30909,-29.18249,3855.019,17,125,120
1770614342.856464,45.30909,-29.18249,3855.019,17,145,120
1770614355.4174225,59.17413,17.25455,4034.137,19,25,60
1770614355.4174492,59.17413,17.25455,4034.137,17,45,60
1770614355.4174626,59.17413,17.25455,4034.137,16,65,60
1770614355.4174778,59.17413,17.25455,4034.137,19,85,60
1770614355.4174945,59.17413,17.25455,4034.137,200,105,60
1770614355.417509,59.17413,17.25455,4034.137,200,125,60
1770614355.4175227,59.17413,17.25455,4034.137,122,145,60
1770614355.417537,59.17413,17.25455,4034.137,29,25,90
1770614355.4175506,59.17413,17.25455,4034.137,13,45,90
1770614355.4175649,59.17413,17.25455,4034.137,26,65,90
1770614355.4175785,59.17413,17.25455,4034.137,21,85,90
1770614355.4175918,59.17413,17.25455,4034.137,17,105,90
1770614355.4176054,59.17413,17.25455,4034.137,18,125,90
1770614355.4176192,59.17413,17.25455,4034.137,19,145,90
1770614355.417633,59.17413,17.25455,4034.137,16,25,120
1770614355.417647,59.17413,17.25455,4034.137,17,45,120
1770614355.4176607,59.17413,17.25455,4034.137,22,65,120
1770614355.4176745,59.17413,17.25455,4034.137,18,85,120
1770614355.4176886,59.17413,17.25455,4034.137,17,105,120
1770614355.4177055,59.17413,17.25455,4034.137,17,125,120
1770614355.4177194,59.17413,17.25455,4034.137,19,145,120
1770614360.6335864,59.17413,17.25455,4055.696,200,25,60
1770614360.6336205,59.17413,17.25455,4055.696,200,45,60
1770614360.6336374,59.17413,17.25455,4055.696,200,65,60
1770614360.633653,59.17413,17.25455,4055.696,200,85,60
1770614360.6336672,59.17413,17.25455,4055.696,200,105,60
1770614360.633682,59.17413,17.25455,4055.696,200,125,60
1770614360.6336958,59.17413,17.25455,4055.696,200,145,60
1770614360.63371,59.17413,17.25455,4055.696,19,25,90
1770614360.6337242,59.17413,17.25455,4055.696,19,45,90
1770614360.6337416,59.17413,17.25455,4055.696,19,65,90
1770614360.6338122,59.17413,17.25455,4055.696,19,85,90
1770614360.633828,59.17413,17.25455,4055.696,19,105,90
1770614360.6338415,59.17413,17.25455,4055.696,19,125,90
1770614360.6338556,59.17413,17.25455,4055.696,19,145,90
1770614360.6338696,59.17413,17.25455,4055.696,18,25,120
1770614360.6338835,59.17413,17.25455,4055.696,18,45,120
1770614360.6338975,59.17413,17.25455,4055.696,18,65,120
1770614360.6339114,59.17413,17.25455,4055.696,18,85,120
1770614360.6339252,59.17413,17.25455,4055.696,18,105,120
1770614360.633939,59.17413,17.25455,4055.696,18,125,120
1770614360.6339526,59.17413,17.25455,4055.696,18,145,120
1770614367.9638324,59.17413,17.25455,4055.696,19,25,60
1770614367.9638608,59.17413,17.25455,4055.696,14,45,60
1770614367.9638767,59.17413,17.25455,4055.696,62,65,60
1770614367.963891,59.17413,17.25455,4055.696,17,85,60
1770614367.963905,59.17413,17.25455,4055.696,200,105,60
1770614367.9639194,59.17413,17.25455,4055.696,200,125,60
1770614367.9639335,59.17413,17.25455,4055.696,186,145,60
1770614367.963951,59.17413,17.25455,4055.696,16,25,90
1770614367.963965,59.17413,17.25455,4055.696,11,45,90
1770614367.9639788,59.17413,17.25455,4055.696,11,65,90
1770614367.9639926,59.17413,17.25455,4055.696,16,85,90
1770614367.9640064,59.17413,17.25455,4055.696,20,105,90
1770614367.9640203,59.17413,17.25455,4055.696,18,125,90
1770614367.964034,59.17413,17.25455,4055.696,19,145,90
1770614367.9640477,59.17413,17.25455,4055.696,19,25,120
1770614367.9640615,59.17413,17.25455,4055.696,11,45,120
1770614367.9640753,59.17413,17.25455,4055.696,29,65,120
1770614367.9640894,59.17413,17.25455,4055.696,22,85,120
1770614367.9641032,59.17413,17.25455,4055.696,19,105,120
1770614367.9641173,59.17413,17.25455,4055.696,17,125,120
1770614367.9641309,59.17413,17.25455,4055.696,18,145,120
1770614372.6569538,59.17413,17.25455,4055.696,200,25,60
1770614372.6569798,59.17413,17.25455,4055.696,14,45,60
1770614372.6569996,59.17413,17.25455,4055.696,17,65,60
1770614372.657015,59.17413,17.25455,4055.696,17,85,60
1770614372.6570292,59.17413,17.25455,4055.696,200,105,60
1770614372.6570437,59.17413,17.25455,4055.696,140,125,60
1770614372.6570578,59.17413,17.25455,4055.696,154,145,60
1770614372.6570716,59.17413,17.25455,4055.696,13,25,90
1770614372.6570854,59.17413,17.25455,4055.696,11,45,90
1770614372.657099,59.17413,17.25455,4055.696,11,65,90
1770614372.6571126,59.17413,17.25455,4055.696,16,85,90
1770614372.6571264,59.17413,17.25455,4055.696,20,105,90
1770614372.6571403,59.17413,17.25455,4055.696,19,125,90
1770614372.657154,59.17413,17.25455,4055.696,19,145,90
1770614372.6571677,59.17413,17.25455,4055.696,30,25,120
1770614372.6571813,59.17413,17.25455,4055.696,11,45,120
1770614372.6571953,59.17413,17.25455,4055.696,9,65,120
1770614372.6572092,59.17413,17.25455,4055.696,9,85,120
1770614372.6572254,59.17413,17.25455,4055.696,11,105,120
1770614372.657241,59.17413,17.25455,4055.696,10,125,120
1770614372.6572528,59.17413,17.25455,4055.696,23,145,120
1770614378.2506793,61.48399,22.94943,4028.682,18,25,60
1770614378.2507093,61.48399,22.94943,4028.682,12,45,60
1770614378.2507243,61.48399,22.94943,4028.682,17,65,60
1770614378.250739,61.48399,22.94943,4028.682,18,85,60
1770614378.2507539,61.48399,22.94943,4028.682,16,105,60
1770614378.2507682,61.48399,22.94943,4028.682,23,125,60
1770614378.2507818,61.48399,22.94943,4028.682,27,145,60
1770614378.2507958,61.48399,22.94943,4028.682,14,25,90
1770614378.2508094,61.48399,22.94943,4028.682,12,45,90
1770614378.2508233,61.48399,22.94943,4028.682,8,65,90
1770614378.2508373,61.48399,22.94943,4028.682,30,85,90
1770614378.2508512,61.48399,22.94943,4028.682,22,105,90
1770614378.2508652,61.48399,22.94943,4028.682,24,125,90
1770614378.250881,61.48399,22.94943,4028.682,24,145,90
1770614378.250901,61.48399,22.94943,4028.682,8,25,120
1770614378.250918,61.48399,22.94943,4028.682,13,45,120
1770614378.2509322,61.48399,22.94943,4028.682,9,65,120
1770614378.2509463,61.48399,22.94943,4028.682,23,85,120
1770614378.2509604,61.48399,22.94943,4028.682,5,105,120
1770614378.2509742,61.48399,22.94943,4028.682,12,125,120
1770614378.2509885,61.48399,22.94943,4028.682,10,145,120
1770614383.6624322,82.54595,74.87683,4028.682,16,25,60
1770614383.6624618,82.54595,74.87683,4028.682,8,45,60
1770614383.662477,82.54595,74.87683,4028.682,14,65,60
1770614383.6624913,82.54595,74.87683,4028.682,59,85,60
1770614383.6625059,82.54595,74.87683,4028.682,45,105,60
1770614383.6625202,82.54595,74.87683,4028.682,62,125,60
1770614383.6625345,82.54595,74.87683,4028.682,26,145,60
1770614383.6625519,82.54595,74.87683,4028.682,12,25,90
1770614383.662566,82.54595,74.87683,4028.682,10,45,90
1770614383.6625803,82.54595,74.87683,4028.682,11,65,90
1770614383.6625943,82.54595,74.87683,4028.682,30,85,90
1770614383.6626081,82.54595,74.87683,4028.682,24,105,90
1770614383.6626222,82.54595,74.87683,4028.682,23,125,90
1770614383.662636,82.54595,74.87683,4028.682,23,145,90
1770614383.6626496,82.54595,74.87683,4028.682,16,25,120
1770614383.6626637,82.54595,74.87683,4028.682,13,45,120
1770614383.6626775,82.54595,74.87683,4028.682,16,65,120
1770614383.6626916,82.54595,74.87683,4028.682,18,85,120
1770614383.6627057,82.54595,74.87683,4028.682,25,105,120
1770614383.6627197,82.54595,74.87683,4028.682,16,125,120
1770614383.662734,82.54595,74.87683,4028.682,9,145,120
1770614389.054567,108.726,139.4228,4028.682,36,25,60
1770614389.054612,108.726,139.4228,4028.682,12,45,60
1770614389.0546277,108.726,139.4228,4028.682,13,65,60
1770614389.054641,108.726,139.4228,4028.682,44,85,60
1770614389.0546525,108.726,139.4228,4028.682,37,105,60
1770614389.0546649,108.726,139.4228,4028.682,27,125,60
1770614389.0546775,108.726,139.4228,4028.682,17,145,60
1770614389.0546901,108.726,139.4228,4028.682,16,25,90
1770614389.0547025,108.726,139.4228,4028.682,11,45,90
1770614389.0547154,108.726,139.4228,4028.682,10,65,90
1770614389.0547338,108.726,139.4228,4028.682,32,85,90
1770614389.0547504,108.726,139.4228,4028.682,27,105,90
1770614389.0547655,108.726,139.4228,4028.682,23,125,90
1770614389.0547822,108.726,139.4228,4028.682,23,145,90
1770614389.0547967,108.726,139.4228,4028.682,15,25,120
1770614389.0548096,108.726,139.4228,4028.682,12,45,120
1770614389.0548205,108.726,139.4228,4028.682,13,65,120
1770614389.0548313,108.726,139.4228,4028.682,16,85,120
1770614389.054842,108.726,139.4228,4028.682,24,105,120
1770614389.0548527,108.726,139.4228,4028.682,23,125,120
1770614389.0548635,108.726,139.4228,4028.682,23,145,120
1770614397.8132424,104.8925,130.7459,4206.957,84,25,60
1770614397.813305,104.8925,130.7459,4206.957,59,45,60
1770614397.8133194,104.8925,130.7459,4206.957,20,65,60
1770614397.8133307,104.8925,130.7459,4206.957,200,85,60
1770614397.813366,104.8925,130.7459,4206.957,82,105,60
1770614397.8133786,104.8925,130.7459,4206.957,37,125,60
1770614397.8133905,104.8925,130.7459,4206.957,16,145,60
1770614397.8134017,104.8925,130.7459,4206.957,20,25,90
1770614397.8134127,104.8925,130.7459,4206.957,18,45,90
1770614397.8134239,104.8925,130.7459,4206.957,18,65,90
1770614397.8134353,104.8925,130.7459,4206.957,22,85,90
1770614397.8134472,104.8925,130.7459,4206.957,27,105,90
1770614397.813459,104.8925,130.7459,4206.957,32,125,90
1770614397.8134704,104.8925,130.7459,4206.957,16,145,90
1770614397.8134885,104.8925,130.7459,4206.957,29,25,120
1770614397.813505,104.8925,130.7459,4206.957,21,45,120
1770614397.8135197,104.8925,130.7459,4206.957,27,65,120
1770614397.8135343,104.8925,130.7459,4206.957,27,85,120
1770614397.8135488,104.8925,130.7459,4206.957,24,105,120
1770614397.8135602,104.8925,130.7459,4206.957,23,125,120
1770614397.8135712,104.8925,130.7459,4206.957,16,145,120
1770614402.7419639,80.51009,75.55922,4206.957,200,25,60
1770614402.7419991,80.51009,75.55922,4206.957,20,45,60
1770614402.7420173,80.51009,75.55922,4206.957,18,65,60
1770614402.7420344,80.51009,75.55922,4206.957,184,85,60
1770614402.742051,80.51009,75.55922,4206.957,176,105,60
1770614402.7420707,80.51009,75.55922,4206.957,62,125,60
1770614402.742087,80.51009,75.55922,4206.957,17,145,60
1770614402.7421036,80.51009,75.55922,4206.957,17,25,90
1770614402.7421198,80.51009,75.55922,4206.957,17,45,90
1770614402.7421355,80.51009,75.55922,4206.957,16,65,90
1770614402.7421517,80.51009,75.55922,4206.957,17,85,90
1770614402.742168,80.51009,75.55922,4206.957,19,105,90
1770614402.7421834,80.51009,75.55922,4206.957,32,125,90
1770614402.7421987,80.51009,75.55922,4206.957,14,145,90
1770614402.7422147,80.51009,75.55922,4206.957,24,25,120
1770614402.74223,80.51009,75.55922,4206.957,22,45,120
1770614402.7422454,80.51009,75.55922,4206.957,18,65,120
1770614402.7422616,80.51009,75.55922,4206.957,19,85,120
1770614402.7422779,80.51009,75.55922,4206.957,31,105,120
1770614402.7422945,80.51009,75.55922,4206.957,31,125,120
1770614402.7423103,80.51009,75.55922,4206.957,16,145,120
1770614414.628747,106.5045,123.3081,4382.263,102,25,60
1770614414.6287754,106.5045,123.3081,4382.263,24,45,60
1770614414.628791,106.5045,123.3081,4382.263,35,65,60
1770614414.6288056,106.5045,123.3081,4382.263,90,85,60
1770614414.6288197,106.5045,123.3081,4382.263,66,105,60
1770614414.628834,106.5045,123.3081,4382.263,75,125,60
1770614414.6288474,106.5045,123.3081,4382.263,75,145,60
1770614414.6288617,106.5045,123.3081,4382.263,16,25,90
1770614414.628875,106.5045,123.3081,4382.263,30,45,90
1770614414.628889,106.5045,123.3081,4382.263,17,65,90
1770614414.6289027,106.5045,123.3081,4382.263,16,85,90
1770614414.6289165,106.5045,123.3081,4382.263,21,105,90
1770614414.6289332,106.5045,123.3081,4382.263,17,125,90
1770614414.6289475,106.5045,123.3081,4382.263,16,145,90
1770614414.628961,106.5045,123.3081,4382.263,19,25,120
1770614414.628975,106.5045,123.3081,4382.263,16,45,120
1770614414.6289885,106.5045,123.3081,4382.263,17,65,120
1770614414.6290028,106.5045,123.3081,4382.263,16,85,120
1770614414.6290164,106.5045,123.3081,4382.263,17,105,120
1770614414.6290302,106.5045,123.3081,4382.263,20,125,120
1770614414.6290443,106.5045,123.3081,4382.263,19,145,120
1770614425.3890932,86.50866,88.18342,4561.208,49,25,60
1770614425.3891242,86.50866,88.18342,4561.208,42,45,60
1770614425.3891401,86.50866,88.18342,4561.208,41,65,60
1770614425.3891554,86.50866,88.18342,4561.208,48,85,60
1770614425.3891702,86.50866,88.18342,4561.208,200,105,60
1770614425.389185,86.50866,88.18342,4561.208,17,125,60
1770614425.3891993,86.50866,88.18342,4561.208,17,145,60
1770614425.389213,86.50866,88.18342,4561.208,42,25,90
1770614425.3892276,86.50866,88.18342,4561.208,40,45,90
1770614425.389242,86.50866,88.18342,4561.208,41,65,90
1770614425.3892555,86.50866,88.18342,4561.208,43,85,90
1770614425.3892694,86.50866,88.18342,4561.208,19,105,90
1770614425.3892837,86.50866,88.18342,4561.208,17,125,90
1770614425.3893034,86.50866,88.18342,4561.208,16,145,90
1770614425.3893154,86.50866,88.18342,4561.208,43,25,120
1770614425.3893254,86.50866,88.18342,4561.208,42,45,120
1770614425.389343,86.50866,88.18342,4561.208,42,65,120
1770614425.3893585,86.50866,88.18342,4561.208,44,85,120
1770614425.3893723,86.50866,88.18342,4561.208,23,105,120
1770614425.3893864,86.50866,88.18342,4561.208,17,125,120
1770614425.3894005,86.50866,88.18342,4561.208,16,145,120
1770614430.3896797,86.50866,88.18342,4576.887,41,25,60
1770614430.3898191,86.50866,88.18342,4576.887,41,45,60
1770614430.3899825,86.50866,88.18342,4576.887,40,65,60
1770614430.3900828,86.50866,88.18342,4576.887,42,85,60
1770614430.390114,86.50866,88.18342,4576.887,51,105,60
1770614430.390125,86.50866,88.18342,4576.887,162,125,60
1770614430.3901355,86.50866,88.18342,4576.887,19,145,60
1770614430.3901467,86.50866,88.18342,4576.887,39,25,90
1770614430.3901632,86.50866,88.18342,4576.887,40,45,90
1770614430.3901758,86.50866,88.18342,4576.887,39,65,90
1770614430.3901875,86.50866,88.18342,4576.887,41,85,90
1770614430.3901992,86.50866,88.18342,4576.887,44,105,90
1770614430.3902214,86.50866,88.18342,4576.887,18,125,90
1770614430.3902369,86.50866,88.18342,4576.887,16,145,90
1770614430.3902495,86.50866,88.18342,4576.887,37,25,120
1770614430.3902614,86.50866,88.18342,4576.887,42,45,120
1770614430.3904095,86.50866,88.18342,4576.887,37,65,120
1770614430.3904314,86.50866,88.18342,4576.887,42,85,120
1770614430.390456,86.50866,88.18342,4576.887,23,105,120
1770614430.3904693,86.50866,88.18342,4576.887,18,125,120
1770614430.3905025,86.50866,88.18342,4576.887,18,145,120
1770614434.8817472,86.50866,88.18342,4576.887,42,25,60
1770614434.881776,86.50866,88.18342,4576.887,41,45,60
1770614434.881792,86.50866,88.18342,4576.887,40,65,60
1770614434.8818069,86.50866,88.18342,4576.887,43,85,60
1770614434.8818212,86.50866,88.18342,4576.887,163,105,60
1770614434.8818355,86.50866,88.18342,4576.887,200,125,60
1770614434.8818495,86.50866,88.18342,4576.887,17,145,60
1770614434.8818638,86.50866,88.18342,4576.887,39,25,90
1770614434.8818777,86.50866,88.18342,4576.887,40,45,90
1770614434.8818917,86.50866,88.18342,4576.887,39,65,90
1770614434.8819053,86.50866,88.18342,4576.887,41,85,90
1770614434.8819194,86.50866,88.18342,4576.887,44,105,90
1770614434.8819332,86.50866,88.18342,4576.887,18,125,90
1770614434.8819473,86.50866,88.18342,4576.887,16,145,90
1770614434.8819609,86.50866,88.18342,4576.887,37,25,120
1770614434.8819754,86.50866,88.18342,4576.887,42,45,120
1770614434.8819888,86.50866,88.18342,4576.887,38,65,120
1770614434.8820028,86.50866,88.18342,4576.887,42,85,120
1770614434.8820171,86.50866,88.18342,4576.887,23,105,120
1770614434.8820312,86.50866,88.18342,4576.887,18,125,120
1770614434.882045,86.50866,88.18342,4576.887,17,145,120
1770614439.3245564,86.50866,88.18342,4576.887,41,25,60
1770614439.3245857,86.50866,88.18342,4576.887,41,45,60
1770614439.324601,86.50866,88.18342,4576.887,40,65,60
1770614439.3246162,86.50866,88.18342,4576.887,41,85,60
1770614439.3246303,86.50866,88.18342,4576.887,51,105,60
1770614439.3246448,86.50866,88.18342,4576.887,108,125,60
1770614439.3246589,86.50866,88.18342,4576.887,17,145,60
1770614439.324673,86.50866,88.18342,4576.887,39,25,90
1770614439.3246865,86.50866,88.18342,4576.887,40,45,90
1770614439.324701,86.50866,88.18342,4576.887,39,65,90
1770614439.3247154,86.50866,88.18342,4576.887,41,85,90
1770614439.3247294,86.50866,88.18342,4576.887,44,105,90
1770614439.3247435,86.50866,88.18342,4576.887,18,125,90
1770614439.3247576,86.50866,88.18342,4576.887,16,145,90
1770614439.3247714,86.50866,88.18342,4576.887,37,25,120
1770614439.3247855,86.50866,88.18342,4576.887,41,45,120
1770614439.324799,86.50866,88.18342,4576.887,38,65,120
1770614439.324813,86.50866,88.18342,4576.887,42,85,120
1770614439.3248267,86.50866,88.18342,4576.887,23,105,120
1770614439.3248408,86.50866,88.18342,4576.887,18,125,120
1770614439.3248549,86.50866,88.18342,4576.887,17,145,120
1770614445.5665069,87.37852,76.56242,4595.147,37,25,60
1770614445.5665362,87.37852,76.56242,4595.147,40,45,60
1770614445.5665512,87.37852,76.56242,4595.147,38,65,60
