time,x,y,Q,dist,pan,tilt
1770614099.0791004,64.05497,86.73589,1250.338,21,25,120
1770614099.0791144,64.05497,86.73589,1250.338,20,45,120
1770614099.0791285,64.05497,86.73589,1250.338,18,65,120
1770614099.0791426,64.05497,86.73589,1250.338,22,85,120
1770614099.0791564,64.05497,86.73589,1250.338,23,105,120
1770614099.0791707,64.05497,86.73589,1250.338,28,125,120
1770614099.0791843,64.05497,86.73589,1250.338,6,145,120
1770614121.8741667,88.89713,82.51147,1609.086,27,25,60
1770614121.8741992,88.89713,82.51147,1609.086,31,45,60
1770614121.8742154,88.89713,82.51147,1609.086,23,65,60
1770614121.8742304,88.89713,82.51147,1609.086,30,85,60
1770614121.874245,88.89713,82.51147,1609.086,73,105,60
1770614121.8742597,88.89713,82.51147,1609.086,72,125,60
1770614121.8742747,88.89713,82.51147,1609.086,73,145,60
1770614121.874289,88.89713,82.51147,1609.086,21,25,90
1770614121.8743036,88.89713,82.51147,1609.086,27,45,90
1770614121.874318,88.89713,82.51147,1609.086,20,65,90
1770614121.874332,88.89713,82.51147,1609.086,19,85,90
1770614121.8743455,88.89713,82.51147,1609.086,10,105,90
1770614121.8743594,88.89713,82.51147,1609.086,71,125,90
1770614121.8743734,88.89713,82.51147,1609.086,71,145,90
1770614121.8743873,88.89713,82.51147,1609.086,16,25,120
1770614121.8744013,88.89713,82.51147,1609.086,22,45,120
1770614121.8744156,88.89713,82.51147,1609.086,19,65,120
1770614121.8744295,88.89713,82.51147,1609.086,16,85,120
1770614121.8744435,88.89713,82.51147,1609.086,9,105,120
1770614121.8744576,88.89713,82.51147,1609.086,9,125,120
1770614121.8744714,88.89713,82.51147,1609.086,17,145,120
1770614130.9051883,107.2432,78.49449,1787.987,38,25,60
1770614130.9052184,107.2432,78.49449,1787.987,39,45,60
1770614130.9052343,107.2432,78.49449,1787.987,37,65,60
1770614130.905249,107.2432,78.49449,1787.987,39,85,60
1770614130.9052632,107.2432,78.49449,1787.987,56,105,60
1770614130.9052777,107.2432,78.49449,1787.987,59,125,60
1770614130.9052913,107.2432,78.49449,1787.987,25,145,60
1770614130.9053054,107.2432,78.49449,1787.987,24,25,90
1770614130.9053192,107.2432,78.49449,1787.987,38,45,90
1770614130.9053338,107.2432,78.49449,1787.987,30,65,90
1770614130.9053476,107.2432,78.49449,1787.987,37,85,90
1770614130.9053617,107.2432,78.49449,1787.987,33,105,90
1770614130.9053757,107.2432,78.49449,1787.987,23,125,90
1770614130.9053893,107.2432,78.49449,1787.987,23,145,90
1770614130.9054034,107.2432,78.49449,1787.987,25,25,120
1770614130.9054198,107.2432,78.49449,1787.987,38,45,120
1770614130.9054308,107.2432,78.49449,1787.987,30,65,120
1770614130.9054415,107.2432,78.49449,1787.987,26,85,120
1770614130.905452,107.2432,78.49449,1787.987,30,105,120
1770614130.9054625,107.2432,78.49449,1787.987,17,125,120
1770614130.9054732,107.2432,78.49449,1787.987,22,145,120
1770614141.6263766,74.95947,85.91006,1967.435,11,25,60
1770614141.6264033,74.95947,85.91006,1967.435,81,45,60
1770614141.6264174,74.95947,85.91006,1967.435,65,65,60
1770614141.6264353,74.95947,85.91006,1967.435,43,85,60
1770614141.6264513,74.95947,85.91006,1967.435,48,105,60
1770614141.626466,74.95947,85.91006,1967.435,51,125,60
1770614141.6264808,74.95947,85.91006,1967.435,58,145,60
1770614141.626495,74.95947,85.91006,1967.435,12,25,90
1770614141.6265097,74.95947,85.91006,1967.435,16,45,90
1770614141.6265237,74.95947,85.91006,1967.435,10,65,90
1770614141.6265376,74.95947,85.91006,1967.435,11,85,90
1770614141.6265516,74.95947,85.91006,1967.435,58,105,90
1770614141.6265652,74.95947,85.91006,1967.435,25,125,90
1770614141.6265793,74.95947,85.91006,1967.435,16,145,90
1770614141.626593,74.95947,85.91006,1967.435,9,25,120
1770614141.6266098,74.95947,85.91006,1967.435,200,45,120
1770614141.626621,74.95947,85.91006,1967.435,200,65,120
1770614141.626632,74.95947,85.91006,1967.435,5,85,120
1770614141.6266427,74.95947,85.91006,1967.435,24,105,120
1770614141.6266527,74.95947,85.91006,1967.435,21,125,120
1770614141.626664,74.95947,85.91006,1967.435,17,145,120
1770614151.3283937,97.64349,80.44727,2146.865,30,25,60
1770614151.3284214,97.64349,80.44727,2146.865,36,45,60
1770614151.328436,97.64349,80.44727,2146.865,30,65,60
1770614151.3284485,97.64349,80.44727,2146.865,30,85,60
1770614151.328462,97.64349,80.44727,2146.865,76,105,60
1770614151.3284774,97.64349,80.44727,2146.865,74,125,60
1770614151.3284905,97.64349,80.44727,2146.865,73,145,60
1770614151.328503,97.64349,80.44727,2146.865,28,25,90
1770614151.3285153,97.64349,80.44727,2146.865,30,45,90
1770614151.3285491,97.64349,80.44727,2146.865,27,65,90
1770614151.3285644,97.64349,80.44727,2146.865,26,85,90
1770614151.3285766,97.64349,80.44727,2146.865,14,105,90
1770614151.3285892,97.64349,80.44727,2146.865,14,125,90
1770614151.3286011,97.64349,80.44727,2146.865,74,145,90
1770614151.328613,97.64349,80.44727,2146.865,24,25,120
1770614151.3286238,97.64349,80.44727,2146.865,30,45,120
1770614151.328636,97.64349,80.44727,2146.865,24,65,120
1770614151.3286476,97.64349,80.44727,2146.865,16,85,120
1770614151.32866,97.64349,80.44727,2146.865,13,105,120
1770614151.3286717,97.64349,80.44727,2146.865,13,125,120
1770614151.328684,97.64349,80.44727,2146.865,17,145,120
1770614159.198274,97.64349,80.44727,2321.409,45,25,60
1770614159.1983035,97.64349,80.44727,2321.409,46,45,60
1770614159.1983197,97.64349,80.44727,2321.409,46,65,60
1770614159.1983342,97.64349,80.44727,2321.409,47,85,60
1770614159.1983485,97.64349,80.44727,2321.409,52,105,60
1770614159.1983624,97.64349,80.44727,2321.409,51,125,60
1770614159.1983767,97.64349,80.44727,2321.409,37,145,60
1770614159.198391,97.64349,80.44727,2321.409,41,25,90
1770614159.1984048,97.64349,80.44727,2321.409,45,45,90
1770614159.1984189,97.64349,80.44727,2321.409,46,65,90
1770614159.198433,97.64349,80.44727,2321.409,41,85,90
1770614159.1984468,97.64349,80.44727,2321.409,37,105,90
1770614159.1984608,97.64349,80.44727,2321.409,37,125,90
1770614159.1984746,97.64349,80.44727,2321.409,35,145,90
1770614159.1984885,97.64349,80.44727,2321.409,45,25,120
1770614159.1985023,97.64349,80.44727,2321.409,46,45,120
1770614159.1985161,97.64349,80.44727,2321.409,45,65,120
1770614159.1985302,97.64349,80.44727,2321.409,40,85,120
1770614159.1985438,97.64349,80.44727,2321.409,37,105,120
1770614159.198558,97.64349,80.44727,2321.409,37,125,120
1770614159.198572,97.64349,80.44727,2321.409,32,145,120
1770614168.5743535,94.65978,41.27801,2426.102,44,25,60
1770614168.574382,94.65978,41.27801,2426.102,46,45,60
1770614168.5743973,94.65978,41.27801,2426.102,39,65,60
1770614168.5744119,94.65978,41.27801,2426.102,16,85,60
1770614168.5744262,94.65978,41.27801,2426.102,17,105,60
1770614168.5744402,94.65978,41.27801,2426.102,5,125,60
1770614168.574459,94.65978,41.27801,2426.102,5,145,60
1770614168.5744727,94.65978,41.27801,2426.102,12,25,90
1770614168.5744886,94.65978,41.27801,2426.102,32,45,90
1770614168.574506,94.65978,41.27801,2426.102,16,65,90
1770614168.5745199,94.65978,41.27801,2426.102,14,85,90
1770614168.5745335,94.65978,41.27801,2426.102,13,105,90
1770614168.5745478,94.65978,41.27801,2426.102,2,125,90
1770614168.5745614,94.65978,41.27801,2426.102,2,145,90
1770614168.5745752,94.65978,41.27801,2426.102,11,25,120
1770614168.574589,94.65978,41.27801,2426.102,41,45,120
1770614168.5746021,94.65978,41.27801,2426.102,20,65,120
1770614168.5746164,94.65978,41.27801,2426.102,10,85,120
1770614168.5746298,94.65978,41.27801,2426.102,10,105,120
1770614168.5746439,94.65978,41.27801,2426.102,4,125,120
1770614168.5746577,94.65978,41.27801,2426.102,3,145,120
1770614173.5034993,90.27665,-16.26179,2426.102,55,25,60
1770614173.5035295,90.27665,-16.26179,2426.102,58,45,60
1770614173.5035627,90.27665,-16.26179,2426.102,53,65,60
1770614173.5035765,90.27665,-16.26179,2426.102,52,85,60
1770614173.5035887,90.27665,-16.26179,2426.102,79,105,60
1770614173.503602,90.27665,-16.26179,2426.102,73,125,60
1770614173.5036128,90.27665,-16.26179,2426.102,4,145,60
1770614173.5036242,90.27665,-16.26179,2426.102,14,25,90
1770614173.5036354,90.27665,-16.26179,2426.102,58,45,90
1770614173.5036466,90.27665,-16.26179,2426.102,56,65,90
1770614173.5036614,90.27665,-16.26179,2426.102,21,85,90
1770614173.5036721,90.27665,-16.26179,2426.102,11,105,90
1770614173.5036843,90.27665,-16.26179,2426.102,4,125,90
1770614173.503696,90.27665,-16.26179,2426.102,2,145,90
1770614173.5037067,90.27665,-16.26179,2426.102,9,25,120
1770614173.5037181,90.27665,-16.26179,2426.102,55,45,120
1770614173.5037293,90.27665,-16.26179,2426.102,17,65,120
1770614173.5037422,90.27665,-16.26179,2426.102,9,85,120
1770614173.5037544,90.27665,-16.26179,2426.102,9,105,120
1770614173.5037668,90.27665,-16.26179,2426.102,4,125,120
1770614173.5037777,90.27665,-16.26179,2426.102,3,145,120
1770614182.2066627,91.14601,-7.084626,2605.08,5,25,60
1770614182.2066982,91.14601,-7.084626,2605.08,78,45,60
1770614182.206717,91.14601,-7.084626,2605.08,76,65,60
1770614182.2067335,91.14601,-7.084626,2605.08,157,85,60
1770614182.2067487,91.14601,-7.084626,2605.08,58,105,60
1770614182.2067635,91.14601,-7.084626,2605.08,51,125,60
1770614182.2067788,91.14601,-7.084626,2605.08,51,145,60
1770614182.206794,91.14601,-7.084626,2605.08,85,25,90
1770614182.2068086,91.14601,-7.084626,2605.08,42,45,90
1770614182.2068236,91.14601,-7.084626,2605.08,200,65,90
1770614182.2068384,91.14601,-7.084626,2605.08,200,85,90
1770614182.206853,91.14601,-7.084626,2605.08,66,105,90
1770614182.206868,91.14601,-7.084626,2605.08,16,125,90
1770614182.206882,91.14601,-7.084626,2605.08,44,145,90
1770614182.2068963,91.14601,-7.084626,2605.08,5,25,120
1770614182.2069113,91.14601,-7.084626,2605.08,200,45,120
1770614182.2069259,91.14601,-7.084626,2605.08,200,65,120
1770614182.2069411,91.14601,-7.084626,2605.08,16,85,120
1770614182.2069557,91.14601,-7.084626,2605.08,6,105,120
1770614182.2069702,91.14601,-7.084626,2605.08,6,125,120
1770614182.2069848,91.14601,-7.084626,2605.08,16,145,120
1770614187.1500726,97.0752,55.50542,2605.08,149,25,60
1770614187.1501033,97.0752,55.50542,2605.08,109,45,60
1770614187.1501203,97.0752,55.50542,2605.08,5,65,60
1770614187.1501362,97.0752,55.50542,2605.08,150,85,60
1770614187.150151,97.0752,55.50542,2605.08,58,105,60
1770614187.150166,97.0752,55.50542,2605.08,45,125,60
1770614187.1501799,97.0752,55.50542,2605.08,45,145,60
1770614187.1501946,97.0752,55.50542,2605.08,6,25,90
1770614187.1502087,97.0752,55.50542,2605.08,200,45,90
1770614187.150223,97.0752,55.50542,2605.08,200,65,90
1770614187.1502373,97.0752,55.50542,2605.08,7,85,90
1770614187.1502519,97.0752,55.50542,2605.08,65,105,90
1770614187.1502666,97.0752,55.50542,2605.08,65,125,90
1770614187.1502812,97.0752,55.50542,2605.08,20,145,90
1770614187.1502955,97.0752,55.50542,2605.08,3,25,120
1770614187.1503096,97.0752,55.50542,2605.08,200,45,120
1770614187.1503246,97.0752,55.50542,2605.08,16,65,120
1770614187.1503406,97.0752,55.50542,2605.08,17,85,120
1770614187.1503515,97.0752,55.50542,2605.08,6,105,120
1770614187.1503634,97.0752,55.50542,2605.08,6,125,120
1770614187.1503744,97.0752,55.50542,2605.08,18,145,120
1770614199.1152203,90.7085,1.154046,2783.844,21,25,60
1770614199.1152527,90.7085,1.154046,2783.844,20,45,60
1770614199.115269,90.7085,1.154046,2783.844,20,65,60
1770614199.1152837,90.7085,1.154046,2783.844,98,85,60
1770614199.1152987,90.7085,1.154046,2783.844,60,105,60
1770614199.115314,90.7085,1.154046,2783.844,59,125,60
1770614199.1153283,90.7085,1.154046,2783.844,59,145,60
1770614199.1153424,90.7085,1.154046,2783.844,200,25,90
1770614199.1153567,90.7085,1.154046,2783.844,17,45,90
1770614199.115371,90.7085,1.154046,2783.844,17,65,90
1770614199.1153855,90.7085,1.154046,2783.844,200,85,90
1770614199.1153998,90.7085,1.154046,2783.844,200,105,90
1770614199.115414,90.7085,1.154046,2783.844,200,125,90
1770614199.1154277,90.7085,1.154046,2783.844,63,145,90
1770614199.1154413,90.7085,1.154046,2783.844,200,25,120
1770614199.1154754,90.7085,1.154046,2783.844,18,45,120
1770614199.1154902,90.7085,1.154046,2783.844,20,65,120
1770614199.1155052,90.7085,1.154046,2783.844,200,85,120
1770614199.11552,90.7085,1.154046,2783.844,200,105,120
1770614199.115534,90.7085,1.154046,2783.844,2,125,120
1770614199.1155484,90.7085,1.154046,2783.844,200,145,120
1770614208.3838894,93.39144,20.69497,2962.741,59,25,60
1770614208.3839238,93.39144,20.69497,2962.741,51,45,60
1770614208.38394,93.39144,20.69497,2962.741,55,65,60
1770614208.3839552,93.39144,20.69497,2962.741,59,85,60
1770614208.3839734,93.39144,20.69497,2962.741,37,105,60
1770614208.383989,93.39144,20.69497,2962.741,27,125,60
1770614208.3840036,93.39144,20.69497,2962.741,144,145,60
1770614208.3840187,93.39144,20.69497,2962.741,41,25,90
1770614208.3840332,93.39144,20.69497,2962.741,38,45,90
1770614208.3840482,93.39144,20.69497,2962.741,42,65,90
1770614208.3840623,93.39144,20.69497,2962.741,26,85,90
1770614208.3840764,93.39144,20.69497,2962.741,23,105,90
1770614208.3840907,93.39144,20.69497,2962.741,23,125,90
1770614208.384105,93.39144,20.69497,2962.741,24,145,90
1770614208.3841186,93.39144,20.69497,2962.741,22,25,120
1770614208.384133,93.39144,20.69497,2962.741,39,45,120
1770614208.3841467,93.39144,20.69497,2962.741,37,65,120
1770614208.3841608,93.39144,20.69497,2962.741,22,85,120
1770614208.3841748,93.39144,20.69497,2962.741,23,105,120
1770614208.384189,93.39144,20.69497,2962.741,23,125,120
1770614208.3842025,93.39144,20.69497,2962.741,23,145,120
1770614213.6538005,101.8149,82.04616,2962.741,57,25,60
1770614213.6538289,101.8149,82.04616,2962.741,51,45,60
1770614213.653844,101.8149,82.04616,2962.741,51,65,60
1770614213.6538577,101.8149,82.04616,2962.741,58,85,60
1770614213.6538706,101.8149,82.04616,2962.741,26,105,60
1770614213.6538842,101.8149,82.04616,2962.741,21,125,60
1770614213.653897,101.8149,82.04616,2962.741,23,145,60
1770614213.6539094,101.8149,82.04616,2962.741,38,25,90
1770614213.6539223,101.8149,82.04616,2962.741,38,45,90
1770614213.653935,101.8149,82.04616,2962.741,40,65,90
1770614213.6539476,101.8149,82.04616,2962.741,44,85,90
1770614213.6539602,101.8149,82.04616,2962.741,20,105,90
1770614213.653973,101.8149,82.04616,2962.741,20,125,90
1770614213.6539857,101.8149,82.04616,2962.741,21,145,90
1770614213.6539984,101.8149,82.04616,2962.741,19,25,120
1770614213.6540112,101.8149,82.04616,2962.741,34,45,120
1770614213.6540241,101.8149,82.04616,2962.741,40,65,120
1770614213.654037,101.8149,82.04616,2962.741,18,85,120
1770614213.6540499,101.8149,82.04616,2962.741,21,105,120
1770614213.6540625,101.8149,82.04616,2962.741,20,125,120
1770614213.6540754,101.8149,82.04616,2962.741,20,145,120
1770614224.3594148,96.11906,44.69975,3141.921,52,25,60
1770614224.3594441,96.11906,44.69975,3141.921,58,45,60
1770614224.3594594,96.11906,44.69975,3141.921,53,65,60
1770614224.3594742,96.11906,44.69975,3141.921,53,85,60
1770614224.3594887,96.11906,44.69975,3141.921,97,105,60
1770614224.359503,96.11906,44.69975,3141.921,14,125,60
1770614224.35952,96.11906,44.69975,3141.921,16,145,60
1770614224.3595343,96.11906,44.69975,3141.921,19,25,90
1770614224.3595486,96.11906,44.69975,3141.921,8,45,90
1770614224.3595626,96.11906,44.69975,3141.921,53,65,90
1770614224.3595765,96.11906,44.69975,3141.921,19,85,90
1770614224.3595903,96.11906,44.69975,3141.921,16,105,90
1770614224.3596046,96.11906,44.69975,3141.921,12,125,90
1770614224.359618,96.11906,44.69975,3141.921,12,145,90
1770614224.3596318,96.11906,44.69975,3141.921,16,25,120
1770614224.3596456,96.11906,44.69975,3141.921,20,45,120
1770614224.3596594,96.11906,44.69975,3141.921,16,65,120
1770614224.3596733,96.11906,44.69975,3141.921,18,85,120
1770614224.3596873,96.11906,44.69975,3141.921,17,105,120
1770614224.359701,96.11906,44.69975,3141.921,13,125,120
1770614224.3597147,96.11906,44.69975,3141.921,16,145,120
1770614229.3096933,87.48778,-11.89334,3141.921,53,25,60
1770614229.3097227,87.48778,-11.89334,3141.921,58,45,60
1770614229.3097382,87.48778,-11.89334,3141.921,54,65,60
1770614229.309753,87.48778,-11.89334,3141.921,55,85,60
1770614229.309767,87.48778,-11.89334,3141.921,58,105,60
1770614229.309781,87.48778,-11.89334,3141.921,13,125,60
1770614229.3097951,87.48778,-11.89334,3141.921,16,145,60
1770614229.309809,87.48778,-11.89334,3141.921,52,25,90
1770614229.3098228,87.48778,-11.89334,3141.921,10,45,90
1770614229.3098369,87.48778,-11.89334,3141.921,51,65,90
1770614229.309851,87.48778,-11.89334,3141.921,47,85,90
1770614229.3098648,87.48778,-11.89334,3141.921,18,105,90
1770614229.3098783,87.48778,-11.89334,3141.921,11,125,90
1770614229.3098927,87.48778,-11.89334,3141.921,11,145,90
1770614229.3099103,87.48778,-11.89334,3141.921,16,25,120
1770614229.3099244,87.48778,-11.89334,3141.921,9,45,120
1770614229.3099384,87.48778,-11.89334,3141.921,9,65,120
1770614229.3099527,87.48778,-11.89334,3141.921,17,85,120
1770614229.3099666,87.48778,-11.89334,3141.921,18,105,120
1770614229.309981,87.48778,-11.89334,3141.921,13,125,120
1770614229.309995,87.48778,-11.89334,3141.921,16,145,120
1770614239.796415,89.43478,-0.99895,3320.494,71,25,60
1770614239.796445,89.43478,-0.99895,3320.494,45,45,60
1770614239.7964604,89.43478,-0.99895,3320.494,71,65,60
1770614239.7964754,89.43478,-0.99895,3320.494,72,85,60
1770614239.7964897,89.43478,-0.99895,3320.494,73,105,60
1770614239.796504,89.43478,-0.99895,3320.494,78,125,60
1770614239.7965178,89.43478,-0.99895,3320.494,58,145,60
1770614239.7965348,89.43478,-0.99895,3320.494,35,25,90
1770614239.796549,89.43478,-0.99895,3320.494,23,45,90
1770614239.796563,89.43478,-0.99895,3320.494,23,65,90
1770614239.7965765,89.43478,-0.99895,3320.494,37,85,90
1770614239.7965903,89.43478,-0.99895,3320.494,30,105,90
1770614239.7966046,89.43478,-0.99895,3320.494,14,125,90
1770614239.7966185,89.43478,-0.99895,3320.494,18,145,90
1770614239.796632,89.43478,-0.99895,3320.494,28,25,120
1770614239.7966459,89.43478,-0.99895,3320.494,29,45,120
1770614239.7966595,89.43478,-0.99895,3320.494,24,65,120
1770614239.7966735,89.43478,-0.99895,3320.494,28,85,120
1770614239.7966874,89.43478,-0.99895,3320.494,22,105,120
1770614239.7967014,89.43478,-0.99895,3320.494,18,125,120
1770614239.7967153,89.43478,-0.99895,3320.494,10,145,120
1770614245.7070513,87.36578,4.502615,3351.242,44,25,60
1770614245.707082,87.36578,4.502615,3351.242,42,45,60
1770614245.707098,87.36578,4.502615,3351.242,41,65,60
1770614245.7071128,87.36578,4.502615,3351.242,93,85,60
1770614245.7071273,87.36578,4.502615,3351.242,70,105,60
1770614245.7071419,87.36578,4.502615,3351.242,73,125,60
1770614245.7071562,87.36578,4.502615,3351.242,76,145,60
1770614245.7071702,87.36578,4.502615,3351.242,21,25,90
1770614245.7071843,87.36578,4.502615,3351.242,37,45,90
1770614245.7071989,87.36578,4.502615,3351.242,24,65,90
1770614245.7072127,87.36578,4.502615,3351.242,20,85,90
1770614245.7072265,87.36578,4.502615,3351.242,90,105,90
1770614245.70724,87.36578,4.502615,3351.242,80,125,90
1770614245.707254,87.36578,4.502615,3351.242,17,145,90
1770614245.7072704,87.36578,4.502615,3351.242,22,25,120
1770614245.707282,87.36578,4.502615,3351.242,37,45,120
1770614245.707292,87.36578,4.502615,3351.242,24,65,120
1770614245.7073023,87.36578,4.502615,3351.242,21,85,120
1770614245.7073154,87.36578,4.502615,3351.242,21,105,120
1770614245.7073276,87.36578,4.502615,3351.242,26,125,120
1770614245.7073395,87.36578,4.502615,3351.242,58,145,120
1770614252.4441953,64.87166,64.31572,3351.242,69,25,60
1770614252.4442225,64.87166,64.31572,3351.242,38,45,60
1770614252.4442365,64.87166,64.31572,3351.242,38,65,60
1770614252.4442492,64.87166,64.31572,3351.242,66,85,60
1770614252.4442606,64.87166,64.31572,3351.242,66,105,60
1770614252.444273,64.87166,64.31572,3351.242,71,125,60
1770614252.4442909,64.87166,64.31572,3351.242,71,145,60
1770614252.444306,64.87166,64.31572,3351.242,18,25,90
1770614252.4443202,64.87166,64.31572,3351.242,38,45,90
1770614252.4443352,64.87166,64.31572,3351.242,17,65,90
1770614252.4443493,64.87166,64.31572,3351.242,17,85,90
1770614252.444363,64.87166,64.31572,3351.242,20,105,90
1770614252.4443772,64.87166,64.31572,3351.242,21,125,90
1770614252.444391,64.87166,64.31572,3351.242,17,145,90
1770614252.4444041,64.87166,64.31572,3351.242,16,25,120
1770614252.4444187,64.87166,64.31572,3351.242,24,45,120
1770614252.4444327,64.87166,64.31572,3351.242,17,65,120
1770614252.4444468,64.87166,64.31572,3351.242,17,85,120
1770614252.4444604,64.87166,64.31572,3351.242,17,105,120
1770614252.4444747,64.87166,64.31572,3351.242,32,125,120
1770614252.4444885,64.87166,64.31572,3351.242,16,145,120
1770614257.476828,64.87166,64.31572,3364.885,39,25,60
1770614257.4768558,64.87166,64.31572,3364.885,37,45,60
1770614257.4768715,64.87166,64.31572,3364.885,38,65,60
1770614257.476886,64.87166,64.31572,3364.885,87,85,60
1770614257.4769,64.87166,64.31572,3364.885,66,105,60
1770614257.476914,64.87166,64.31572,3364.885,67,125,60
1770614257.476928,64.87166,64.31572,3364.885,71,145,60
1770614257.4769416,64.87166,64.31572,3364.885,16,25,90
1770614257.4769557,64.87166,64.31572,3364.885,34,45,90
1770614257.4769695,64.87166,64.31572,3364.885,19,65,90
1770614257.4769833,64.87166,64.31572,3364.885,16,85,90
1770614257.4769971,64.87166,64.31572,3364.885,22,105,90
1770614257.4770112,64.87166,64.31572,3364.885,72,125,90
1770614257.4770305,64.87166,64.31572,3364.885,20,145,90
1770614257.4770446,64.87166,64.31572,3364.885,16,25,120
1770614257.477063,64.87166,64.31572,3364.885,33,45,120
1770614257.4770763,64.87166,64.31572,3364.885,19,65,120
1770614257.477089,64.87166,64.31572,3364.885,16,85,120
1770614257.4771008,64.87166,64.31572,3364.885,17,105,120
1770614257.4771168,64.87166,64.31572,3364.885,21,125,120
1770614257.4771292,64.87166,64.31572,3364.885,23,145,120
1770614262.5463376,64.87166,64.31572,3364.885,40,25,60
1770614262.5463638,64.87166,64.31572,3364.885,37,45,60
1770614262.5463789,64.87166,64.31572,3364.885,37,65,60
1770614262.5463912,64.87166,64.31572,3364.885,66,85,60
1770614262.5464032,64.87166,64.31572,3364.885,67,105,60
1770614262.5464184,64.87166,64.31572,3364.885,66,125,60
1770614262.5464358,64.87166,64.31572,3364.885,71,145,60
1770614262.54645,64.87166,64.31572,3364.885,16,25,90
1770614262.5464637,64.87166,64.31572,3364.885,33,45,90
1770614262.5464778,64.87166,64.31572,3364.885,36,65,90
1770614262.5464919,64.87166,64.31572,3364.885,17,85,90
1770614262.5465057,64.87166,64.31572,3364.885,18,105,90
1770614262.5465195,64.87166,64.31572,3364.885,73,125,90
1770614262.5465333,64.87166,64.31572,3364.885,20,145,90
1770614262.5465474,64.87166,64.31572,3364.885,16,25,120
1770614262.546561,64.87166,64.31572,3364.885,33,45,120
1770614262.5465748,64.87166,64.31572,3364.885,19,65,120
1770614262.5465913,64.87166,64.31572,3364.885,16,85,120
1770614262.546602,64.87166,64.31572,3364.885,17,105,120
1770614262.5466127,64.87166,64.31572,3364.885,23,125,120
1770614262.5466232,64.87166,64.31572,3364.885,23,145,120
1770614274.5141919,64.87166,64.31572,3364.885,38,25,60
1770614274.5142214,64.87166,64.31572,3364.885,37,45,60
1770614274.5142365,64.87166,64.31572,3364.885,37,65,60
1770614274.5142508,64.87166,64.31572,3364.885,70,85,60
1770614274.514265,64.87166,64.31572,3364.885,69,105,60
1770614274.5142794,64.87166,64.31572,3364.885,70,125,60
1770614274.5142965,64.87166,64.31572,3364.885,72,145,60
1770614274.5143113,64.87166,64.31572,3364.885,16,25,90
1770614274.514325,64.87166,64.31572,3364.885,33,45,90
1770614274.5143394,64.87166,64.31572,3364.885,39,65,90
1770614274.514353,64.87166,64.31572,3364.885,17,85,90
1770614274.5143669,64.87166,64.31572,3364.885,18,105,90
1770614274.5143807,64.87166,64.31572,3364.885,72,125,90
1770614274.514395,64.87166,64.31572,3364.885,21,145,90
1770614274.5144083,64.87166,64.31572,3364.885,16,25,120
1770614274.514423,64.87166,64.31572,3364.885,33,45,120
1770614274.5144367,64.87166,64.31572,3364.885,20,65,120
1770614274.514451,64.87166,64.31572,3364.885,16,85,120
1770614274.5144649,64.87166,64.31572,3364.885,17,105,120
1770614274.514479,64.87166,64.31572,3364.885,21,125,120
1770614274.514493,64.87166,64.31572,3364.885,32,145,120
1770614279.10307,64.87166,64.31572,3364.885,69,25,60
1770614279.1030993,64.87166,64.31572,3364.885,37,45,60
1770614279.103115,64.87166,64.31572,3364.885,38,65,60
1770614279.1031296,64.87166,64.31572,3364.885,69,85,60
1770614279.103144,64.87166,64.31572,3364.885,68,105,60
1770614279.1031578,64.87166,64.31572,3364.885,68,125,60
1770614279.103172,64.87166,64.31572,3364.885,73,145,60
1770614279.1031861,64.87166,64.31572,3364.885,18,25,90
1770614279.1032,64.87166,64.31572,3364.885,34,45,90
1770614279.103214,64.87166,64.31572,3364.885,34,65,90
1770614279.1032279,64.87166,64.31572,3364.885,17,85,90
1770614279.1032476,64.87166,64.31572,3364.885,18,105,90
1770614279.1032588,64.87166,64.31572,3364.885,73,125,90
1770614279.1032693,64.87166,64.31572,3364.885,21,145,90
1770614279.1032875,64.87166,64.31572,3364.885,35,25,120
1770614279.103303,64.87166,64.31572,3364.885,33,45,120
1770614279.1033168,64.87166,64.31572,3364.885,18,65,120
1770614279.1033313,64.87166,64.31572,3364.885,16,85,120
1770614279.1033454,64.87166,64.31572,3364.885,17,105,120
1770614279.1033595,64.87166,64.31572,3364.885,22,125,120
1770614279.1033735,64.87166,64.31572,3364.885,37,145,120
1770614283.555957,64.87166,64.31572,3364.885,39,25,60
1770614283.55599,64.87166,64.31572,3364.885,37,45,60
1770614283.5560062,64.87166,64.31572,3364.885,37,65,60
1770614283.5560215,64.87166,64.31572,3364.885,68,85,60
1770614283.5560372,64.87166,64.31572,3364.885,67,105,60
1770614283.5560522,64.87166,64.31572,3364.885,67,125,60
1770614283.5560668,64.87166,64.31572,3364.885,71,145,60
1770614283.556082,64.87166,64.31572,3364.885,17,25,90
1770614283.5560963,64.87166,64.31572,3364.885,33,45,90
1770614283.5561109,64.87166,64.31572,3364.885,37,65,90
1770614283.5561254,64.87166,64.31572,3364.885,17,85,90
1770614283.55614,64.87166,64.31572,3364.885,18,105,90
1770614283.556154,64.87166,64.31572,3364.885,73,125,90
1770614283.5561688,64.87166,64.31572,3364.885,21,145,90
1770614283.556183,64.87166,64.31572,3364.885,16,25,120
1770614283.5561972,64.87166,64.31572,3364.885,33,45,120
1770614283.5562117,64.87166,64.31572,3364.885,18,65,120
1770614283.5562267,64.87166,64.31572,3364.885,16,85,120
1770614283.556242,64.87166,64.31572,3364.885,17,105,120
